,Ссылка,Название,Цена,Рассрочка,Диагональ экрана,Разрешение экрана,Частота обновления экрана,Тип матрицы,Процессор,Видеокарта,Размер оперативной памяти,Тип жесткого диска,Общий объем накопителей
147,https://kaspi.kz/shop/p/msi-pulse-gl66-12ueok-1226xkz-temno-seryi-108002351/?c=710000000,Ноутбук MSI Pulse GL66 12UEOK-1226XKZ темно-серый,978 923 ₸,61 934 ₸,15.6 дюйм,2560x1440 2.5K,165 Гц,IPS,Intel Core i7-12700H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
148,https://kaspi.kz/shop/p/lenovo-legion-5-15iah7h-82rb00pdrk-seryi-108701170/?c=710000000,Ноутбук Lenovo Legion 5 15IAH7H 82RB00PDRK серый,799 990 ₸,50 613 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i5 12500H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1000 ГБ
149,https://kaspi.kz/shop/p/msi-gf66-katana-11ue-228xkz-chernyi-102101032/?c=710000000,Ноутбук MSI GF66 Katana 11UE-228XKZ черный,681 273 ₸,43 102 ₸,15.6 дюйм,"1920x1080, широкоформатный",144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
150,https://kaspi.kz/shop/p/lenovo-legion-5-15arh7h-82rd006mrk-seryi-108539143/?c=710000000,Ноутбук Lenovo Legion 5 15ARH7H 82RD006MRK серый,892 320 ₸,56 454 ₸,15.6 дюйм,2560x1440 2.5K,165 Гц,IPS,AMD Ryzen 7 6800H,GeForce RTX 3070,16 ГБ,SSD,1000 ГБ
151,https://kaspi.kz/shop/p/asus-vivobook-s-16x-s5602za-l2151w-90nb0wd2-m005y0-seryi-107424277/?c=710000000,Ноутбук ASUS Vivobook S 16X S5602ZA-L2151W 90NB0WD2-M005Y0 серый,742 500 ₸,46 976 ₸,16 дюйм,3840x2400,60 Гц,IPS,Intel Core i7 12700H,Intel Iris Xᵉ,16 ГБ,SSD,1024 ГБ
152,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506ihr-r5165sgn-90nr07g7-m008e0-chernyi-105773862/?c=710000000,Ноутбук ASUS TUF Gaming A15 FA506IHR R5165SGN 90NR07G7-M008E0 черный,399 980 ₸,25 306 ₸,15.6 дюйм,1920х1080 Full HD,144 Гц,IPS,AMD Ryzen 5 4600H,NVIDIA GeForce GTX 1650,16 ГБ,SSD,512 ГБ
153,https://kaspi.kz/shop/p/acer-nitro-5-an515-58-71lu-nh-qfjer-008-chernyi-106606929/?c=710000000,Ноутбук Acer Nitro 5 AN515-58-71LU NH.QFJER.008 черный,650 860 ₸,41 178 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i7 12700H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
154,https://kaspi.kz/shop/p/asus-tuf-gaming-a15-fa506qm-hn130-fa506qm-hn130-chernyi-107137370/?c=710000000,Ноутбук ASUS TUF Gaming A15 FA506QM-HN130 FA506QM-HN130 черный,709 990 ₸,44 919 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
155,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx516pr-hn002-90nr0651-m00430-chernyi-101004973/?c=710000000,Ноутбук ASUS TUF Dash F15 FX516PR-HN002 90NR0651-M00430 черный,859 990 ₸,54 409 ₸,15.6 дюйм,"1920x1080, широкоформатный",144 Гц,IPS,Intel Core i7 11370H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,512 ГБ
156,https://kaspi.kz/shop/p/hp-victus-16-e0130ur-640b8ea-seryi-104991632/?c=710000000,Ноутбук HP Victus 16-e0130ur 640B8EA серый,661 990 ₸,41 882 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
157,https://kaspi.kz/shop/p/asus-rog-zephyrus-g15-ga503rm-hq067w-90nr0812-m004d0-seryi-108539162/?c=710000000,Ноутбук ASUS ROG Zephyrus G15 GA503RM-HQ067W 90NR0812-M004D0 серый,939 900 ₸,59 465 ₸,15.6 дюйм,2560x1440 2.5K,165 Гц,IPS,AMD Ryzen 9 6900HS​,GeForce RTX 3060,16 ГБ,SSD,1000 ГБ
158,https://kaspi.kz/shop/p/asus-fx506hcb-hn218-90nr0724-m06420-chernyi-102685561/?c=710000000,Ноутбук ASUS FX506HCB-HN218 90NR0724-M06420 черный,589 990 ₸,37 327 ₸,15.6 дюйм,"1920x1080, широкоформатный",144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
159,https://kaspi.kz/shop/p/hp-15-er1010ci-6l9x6ea-serebristyi-107922232/?c=710000000,Ноутбук HP 15-er1010ci 6L9X6EA серебристый,465 880 ₸,29 475 ₸,15.6 дюйм,1920x1080,60 Гц,VA,Intel Core i5 1235U,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
160,https://kaspi.kz/shop/p/lenovo-yoga-7-16iap7-82qg001krk-temno-seryi-108719987/?c=710000000,Ноутбук Lenovo Yoga 7 16IAP7 82QG001KRK темно-серый,604 770 ₸,38 262 ₸,16 дюйм,2560x1600 2.5K,120 Гц,IPS,Intel Core i5 1240P,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
161,https://kaspi.kz/shop/p/asus-vivobook-x571lh-bq380-90nb0qj1-m06820-sinii-104495190/?c=710000000,Ноутбук ASUS VivoBook X571LH-BQ380 90NB0QJ1-M06820 синий,599 990 ₸,37 960 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i7 10870H,NVIDIA GeForce GTX 1650,16 ГБ,SSD,512 ГБ
162,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-90nr0704-m05140-chernyi-103246693/?c=710000000,Ноутбук ASUS TUF Gaming F15 90NR0704-M05140 черный,674 990 ₸,42 705 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
163,https://kaspi.kz/shop/p/lenovo-legion-5-15imh6-82nl000drk-chernyi-105494661/?c=710000000,Ноутбук Lenovo Legion 5 15IMH6 82NL000DRK черный,598 999 ₸,37 897 ₸,15.6 дюйм,1920x1080 Full HD,120 Гц,IPS,Intel Core i5 10500H,NVIDIA GeForce RTX 3050 ,16 ГБ,SSD,256 ГБ
164,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx517zr-hn014-chernyi-106464144/?c=710000000,Ноутбук ASUS TUF Dash F15 FX517ZR-HN014 черный,1 399 993 ₸,88 573 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i7 12650H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,1000 ГБ
165,https://kaspi.kz/shop/p/msi-gf63-thin-11uc-1026xkz-chernyi-105574084/?c=710000000,Ноутбук MSI GF63 Thin 11UC-1026XKZ черный,607 436 ₸,38 431 ₸,15.6 дюйм,1920x1080,144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
166,https://kaspi.kz/shop/p/asus-m7600qc-kv060w-90nb0v81-m01870-seryi-106301274/?c=710000000,Ноутбук ASUS M7600QC-KV060W 90NB0V81-M01870 серый,899 993 ₸,56 940 ₸,16 дюйм,2560x1600,120 Гц,IPS,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3050,16 ГБ,SSD,1024 ГБ
167,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-82k1015srk-chernyi-106790799/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 82K1015SRK черный,487 860 ₸,30 866 ₸,15.6 дюйм,1920x1080,120 Гц,IPS,Intel Core i5 11300H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
168,https://kaspi.kz/shop/p/msi-katana-gf66-12ue-1053x-9s7-158332-1053-chernyi-108646219/?c=710000000,Ноутбук MSI Katana GF66 12UE-1053X 9S7-158332-1053 черный,549 990 ₸,34 796 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i5-12450H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
169,https://kaspi.kz/shop/p/msi-katana-gf66-12ue-1051-9s7-158332-1051-chernyi-108646232/?c=710000000,Ноутбук MSI Katana GF66 12UE-1051 9S7-158332-1051 черный,639 990 ₸,40 490 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i7-12650H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
170,https://kaspi.kz/shop/p/lenovo-v15-g3-iap-82tt001lru-chernyi-105906416/?c=710000000,Ноутбук Lenovo V15 G3 IAP 82TT001LRU черный,529 990 ₸,33 531 ₸,15.6 дюйм,1920x1080,60 Гц,TN,Intel Core i7 1255U,Intel UHD Graphics,16 ГБ,SSD,512 ГБ
171,https://kaspi.kz/shop/p/msi-katana-gf66-12ue-1052x-9s7-158332-1052-chernyi-108637780/?c=710000000,Ноутбук MSI Katana GF66 12UE-1052X 9S7-158332-1052 черный,599 990 ₸,37 960 ₸,15.6 дюйм,1920x1080 Full HD,240 Гц,IPS,Intel Core i7-12650H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
172,https://kaspi.kz/shop/p/asus-g513rm-hq171-90nr0845-m008r0-seryi-104580934/?c=710000000,Ноутбук ASUS G513RM-HQ171 90NR0845-M008R0 серый,889 900 ₸,56 301 ₸,15.6 дюйм,WQHD (2560 x 1440) 16:9,165 Гц,IPS,AMD Ryzen 7 6800H,NVIDIA® GeForce RTX™ 3060 Laptop GPU,16 ГБ,SSD,512 ГБ
173,https://kaspi.kz/shop/p/asus-b1500ceae-bq2615x-90nx0441-m02nt0-temno-sinii-107607664/?c=710000000,Ноутбук ASUS B1500CEAE-BQ2615X 90NX0441-M02NT0 темно-синий,509 990 ₸,32 266 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i7 1165G7,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
174,https://kaspi.kz/shop/p/lenovo-thinkbook-15-g4-iap-21dj001aru-seryi-105906465/?c=710000000,Ноутбук Lenovo ThinkBook 15 G4 IAP 21DJ001ARU серый,584 990 ₸,37 011 ₸,15.6 дюйм,1920x1080,60 Гц,IPS,Intel Core i5 1240P,Intel UHD Graphics,16 ГБ,SSD,512 ГБ
175,https://kaspi.kz/shop/p/dream-machines-rg3050ti-15kz33-chernyi-106668897/?c=710000000,Ноутбук Dream Machines RG3050Ti-15KZ33 черный,639 990 ₸,40 490 ₸,15.6 дюйм,1920x1080,144 Гц,WVA, Intel Core i5 12500H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,1000 ГБ
176,https://kaspi.kz/shop/p/dream-machines-rg3050-15kz33-chernyi-106668474/?c=710000000,Ноутбук Dream Machines RG3050-15KZ33 черный,595 990 ₸,37 707 ₸,15.6 дюйм, Full HD 1920x1080,144 Гц,WVA, Intel Core i5 12500H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,1000 ГБ
177,https://kaspi.kz/shop/p/hp-probook-450-g8-uma-2w1g9ea-serebristyi-106553453/?c=710000000,Ноутбук HP ProBook 450 G8 UMA 2W1G9EA серебристый,519 610 ₸,32 874 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i5-1135G7,Intel Iris Xe,16 ГБ,SSD,512 ГБ
178,https://kaspi.kz/shop/p/dell-vostro-3510-210-azzu-a6-chernyi-107526982/?c=710000000,Ноутбук DELL Vostro 3510 210-AZZU-A6 черный,536 585 ₸,33 948 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,WVA,Intel Core i5 1135G7,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
179,https://kaspi.kz/shop/p/dell-vostro-3510-210-azzu-a22-chernyi-107526962/?c=710000000,Ноутбук DELL Vostro 3510 210-AZZU-A22 черный,522 600 ₸,33 064 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,WVA,Intel Core i5 1135G7,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
180,https://kaspi.kz/shop/p/lenovo-thinkbook-15-g4-iap-21dj0053ru-seryi-106413068/?c=710000000,Ноутбук Lenovo ThinkBook 15 G4 IAP 21DJ0053RU серый,674 990 ₸,42 705 ₸,15.6 дюйм,1920x1080,60 Гц,IPS,Intel Core i7 1255U,Intel Iris Xe,16 ГБ,SSD,512 ГБ
181,https://kaspi.kz/shop/p/acer-aspire-7-a715-nh-qgcer-003-chernyi-106485293/?c=710000000,Ноутбук Acer Aspire 7 A715 NH.QGCER.003 черный,659 990 ₸,41 756 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i5-1240P,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
182,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15ach6-82k201u9rk-chernyi-105933868/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 15ACH6 82K201U9RK черный,517 900 ₸,32 766 ₸,15.6 дюйм,1920x1080 Full HD,60 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
183,https://kaspi.kz/shop/p/lenovo-thinkbook-15p-imh-20v3000vru-seryi-102111483/?c=710000000,Ноутбук Lenovo ThinkBook 15p IMH 20V3000VRU серый,579 990 ₸,36 694 ₸,15.6 дюйм,1920х1080 Full HD,60 Гц,IPS,Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Max-Q,16 ГБ,SSD,512 ГБ
184,https://kaspi.kz/shop/p/asus-vivobook-s-16x-m5602qa-kv104w-90nb0xw3-m00450-serebristyi-107922867/?c=710000000,Ноутбук ASUS Vivobook S 16X M5602QA-KV104W 90NB0XW3-M00450 серебристый,488 700 ₸,30 919 ₸,16 дюйм,2560x1600,120 Гц,IPS,AMD Ryzen 5 5600H,AMD Radeon Graphics,16 ГБ,SSD,512 ГБ
185,https://kaspi.kz/shop/p/dell-vostro-5625-210-bdfl-chernyi-106747295/?c=710000000,Ноутбук DELL Vostro 5625 210-BDFL черный,607 470 ₸,38 433 ₸,16 дюйм,1920 x 1200 WUXGA,60 Гц,VA,AMD Ryzen 7 5825U,AMD Radeon Graphics,16 ГБ,SSD,512 ГБ
186,https://kaspi.kz/shop/p/dell-vostro-3520-210-becx-chernyi-108374221/?c=710000000,Ноутбук DELL Vostro 3520 210-BECX черный,492 890 ₸,31 184 ₸,15.6 дюйм,1920x1080 Full HD,90 Гц,IPS,Intel Core i7 1255U,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
187,https://kaspi.kz/shop/p/hp-victus-16-d1073ci-6x7q6ea-sinii-108698292/?c=710000000,Ноутбук HP Victus 16-d1073ci 6X7Q6EA синий,665 890 ₸,42 129 ₸,16.1 дюйм,1920x1080,144 Гц,IPS,Intel Core i5 12500H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
188,https://kaspi.kz/shop/p/dell-vostro-5625-210-bdfl-1-seryi-108238205/?c=710000000,Ноутбук DELL Vostro 5625 210-BDFL-1 серый,582 700 ₸,36 866 ₸,16 дюйм,1920x1200 Full HD+,60 Гц,IPS,AMD Ryzen 7 5825U,AMD Radeon Graphics,16 ГБ,SSD,512 ГБ
189,https://kaspi.kz/shop/p/hp-victus-16-e1049ci-6m8b1ea-sinii-105985189/?c=710000000,Ноутбук HP Victus 16-e1049ci 6M8B1EA синий,566 890 ₸,35 866 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 5 6600H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
190,https://kaspi.kz/shop/p/msi-katana-gf76-11uc-873xge-9s7-17l212-873-krasnyi-108698796/?c=710000000,Ноутбук MSI Katana GF76 11UC-873XGE 9S7-17L212-873 красный,566 390 ₸,35 834 ₸,17.3 дюйм,1920x1080,144 Гц,IPS,Intel  Core i5 11400H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
191,https://kaspi.kz/shop/p/dell-xps-15-9520-210-bdvf-4-serebristyi-106784220/?c=710000000,Ноутбук DELL XPS 15 9520 210-BDVF-4 серебристый,1 642 800 ₸,103 935 ₸,15.6 дюйм,3456 x 2160,60 Гц,IPS,Intel Core i7,GeForce RTX 3050 Ti,16 ГБ,SSD,1024 ГБ
192,https://kaspi.kz/shop/p/msi-katana-gf66-12ue-1227xkz-9s7-158332-1227-krasnyi-108373889/?c=710000000,Ноутбук MSI Katana GF66 12UE-1227XKZ 9S7-158332-1227 красный,859 720 ₸,54 392 ₸,15.6 дюйм,1920x1080 Full HD,240 Гц,IPS,Intel Core i7 12650H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
193,https://kaspi.kz/shop/p/asus-vivobook-s-16x-s5602za-l2062w-90nb0wd3-m005x0-serebristyi-107959661/?c=710000000,Ноутбук ASUS Vivobook S 16X S5602ZA-L2062W 90NB0WD3-M005X0 серебристый,592 100 ₸,37 461 ₸,16 дюйм,3840 x 2400 Ultra HD+,60 Гц,OLED,Intel Core i5 12500H,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
194,https://kaspi.kz/shop/p/dell-vostro-3520-210-becx-1-chernyi-108238363/?c=710000000,Ноутбук DELL Vostro 3520 210-BECX-1 черный,574 250 ₸,36 331 ₸,15.6 дюйм,1920x1080 Full HD,120 Гц,IPS,Intel Core i7 1255U,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
195,https://kaspi.kz/shop/p/asus-fx517ze-hn162-90nr0951-m00a00-chernyi-106919564/?c=710000000,Ноутбук ASUS FX517ZE-HN162 90NR0951-M00A00 черный,599 690 ₸,37 941 ₸,15.6 дюйм,1920x1080,144 Гц,IPS,Intel Core i5 12450H,NVIDIA GEFORCE RTX 3050,16 ГБ,SSD,512 ГБ
196,https://kaspi.kz/shop/p/hp-spectre-x360-16-f1012ci-725x0ea-temno-sinii-107928965/?c=710000000,Ноутбук HP Spectre x360 16-f1012ci 725X0EA темно-синий,1 129 899 ₸,71 485 ₸,16 дюйм,3840x2400 Ultra HD+,60 Гц,WVA,Intel Core i7 1260P,Intel Arc A370M,16 ГБ,SSD,1024 ГБ
197,https://kaspi.kz/shop/p/hp-omen-16-c0057ur-5r9s0ea-chernyi-108047284/?c=710000000,Ноутбук HP Omen 16-c0057ur 5R9S0EA черный,879 900 ₸,55 669 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,512 ГБ
198,https://kaspi.kz/shop/p/lenovo-legion-5-15arh7h-82rd006hrk-temno-seryi-108719972/?c=710000000,Ноутбук Lenovo Legion 5 15ARH7H 82RD006HRK темно-серый,752 510 ₸,47 609 ₸,15.6 дюйм,2560x1440 2.5K,165 Гц,IPS,AMD Ryzen 5 6600H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
199,https://kaspi.kz/shop/p/dell-vostro-5620-210-bdbl-3-seryi-108094456/?c=710000000,Ноутбук DELL Vostro 5620 210-BDBL-3 серый,595 560 ₸,37 679 ₸,16 дюйм,1920x1200 Full HD,60 Гц,WVA,Intel Core i5 1240P,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
200,https://kaspi.kz/shop/p/dell-vostro-7620-210-bdvl-2-chernyi-107542990/?c=710000000,Ноутбук DELL Vostro 7620 210-BDVL-2 черный,886 440 ₸,56 082 ₸,16 дюйм,3072x1920,60 Гц,WVA,Intel Core i7 12700H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
201,https://kaspi.kz/shop/p/dell-vostro-5620-210-bdbl-8-seryi-108098423/?c=710000000,Ноутбук DELL Vostro 5620 210-BDBL-8 серый,707 620 ₸,44 769 ₸,16 дюйм,1920x1200,60 Гц,WVA,Intel Core i7 1260P,NVIDIA GeForce MX570,16 ГБ,SSD,512 ГБ
202,https://kaspi.kz/shop/p/msi-katana-gf76-12ueok-813xge-9s7-17l324-813-chernyi-108699028/?c=710000000,Ноутбук MSI Katana GF76 12UEOK-813XGE 9S7-17L324-813 черный,849 590 ₸,53 751 ₸,17.3 дюйм,1920x1080,144 Гц,IPS,Intel Core i7 12700H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
203,https://kaspi.kz/shop/p/acer-an515-57-558x-nh-qfger-009-chernyi-107576760/?c=710000000,Ноутбук Acer AN515-57-558X NH.QFGER.009 черный,759 990 ₸,48 082 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,512 ГБ
204,https://kaspi.kz/shop/p/huawei-matebook-d16-rlef-x-53013jhp-seryi-106409187/?c=710000000,Ноутбук Huawei MateBook D16 RLEF-X 53013JHP серый,549 990 ₸,34 796 ₸,16 дюйм,1920x1200,60 Гц,IPS,Intel Core i5-12500H,Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
205,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx517zm-hn094-90nr09q3-m009r0-chernyi-106255256/?c=710000000,Ноутбук ASUS TUF Dash F15 FX517ZM-HN094 90NR09Q3-M009R0 черный,729 700 ₸,46 166 ₸,15.6 дюйм,FHD 1920 x 1080,144 Гц,IPS,Intel Core i5-12450H,nVidia GeForce RTX 3060,16 ГБ,SSD,512 ГБ
206,https://kaspi.kz/shop/p/acer-predator-helios-300-ph315-55-nh-qgmer-004-chernyi-107847515/?c=710000000,Ноутбук Acer Predator Helios 300 PH315-55 NH.QGMER.004 черный,1 199 990 ₸,75 920 ₸,15.6 дюйм,1920x1080,165 Гц,IPS,Intel Core i7 12700H ,NVIDIA GeForce RTX 3080,16 ГБ,SSD,1000 ГБ
207,https://kaspi.kz/shop/p/asus-tuf-gaming-f15-fx506hm-hn148-90nr0753-m03770-seryi-103143234/?c=710000000,Ноутбук ASUS TUF Gaming F15 FX506HM-HN148 90NR0753-M03770 серый,619 990 ₸,39 225 ₸,15.6 дюйм,1920х1080 Full HD,144 Гц,IPS,Intel Core i5-11400H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
208,https://kaspi.kz/shop/p/asus-rog-zephyrus-m16-gu603ze-k8033w-90nr0941-m00300-chernyi-108356304/?c=710000000,Ноутбук ASUS ROG Zephyrus M16 GU603ZE-K8033W 90NR0941-M00300 черный,929 990 ₸,58 838 ₸,16 дюйм,2560x1600 QHD+,165 Гц,IPS,Intel Core i7 12700H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
209,https://kaspi.kz/shop/p/acer-nitro-5-an515-45-nh-qbser-00d-chernyi-107798631/?c=710000000,Ноутбук Acer Nitro 5 AN515-45 NH.QBSER.00D черный,1 049 990 ₸,66 430 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Ryzen 7 5800H,NVidia GeForce RTX 3080,16 ГБ,SSD,512 ГБ
210,https://kaspi.kz/shop/p/lg-gram-16z90p-g-ah85r-temno-seryi-108114579/?c=710000000,Ноутбук LG gram 16Z90P-G.AH85R темно-серый,799 990 ₸,50 613 ₸,16 дюйм,2560x1600 2.5K,60 Гц,IPS,Intel Core i7 1165G7,Iris Xe Graphics,16 ГБ,SSD,512 ГБ
211,https://kaspi.kz/shop/p/acer-conceptd-5-cn516-72p-nx-c6aer-003-chernyi-108008803/?c=710000000,Ноутбук ACER ConceptD 5 CN516-72P NX.C6AER.003 черный,1 249 990 ₸,79 083 ₸,16 дюйм,3072x1920,60 Гц,IPS,Intel Core i7 11800H,NVIDIA RTX A3000,16 ГБ,SSD,512 ГБ
212,https://kaspi.kz/shop/p/razer-blade-17-rz09-0423eed3-r3e1-chernyi-107960960/?c=710000000,Ноутбук Razer Blade 17 RZ09-0423EED3-R3E1 черный,1 734 930 ₸,109 763 ₸,17.3 дюйм,QHD,240 Гц,IPS,Intel Core i7 12800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
213,https://kaspi.kz/shop/p/asus-rog-strix-g15-g513rs-hq040w-90nr0b55-m001x0-seryi-108114533/?c=710000000,Ноутбук ASUS ROG Strix G15 G513RS-HQ040W 90NR0B55-M001X0 серый,1 279 980 ₸,80 980 ₸,15.6 дюйм,2560x1440 WQHD,165 Гц,IPS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3080,16 ГБ,SSD,1000 ГБ
214,https://kaspi.kz/shop/p/lenovo-legion-5-15ach6h-82ju017cru-chernyi-106912608/?c=710000000,Ноутбук Lenovo Legion 5 15ACH6H 82JU017CRU черный,719 000 ₸,45 489 ₸,15.6 дюйм,1920x1080,165 Гц,IPS,AMD Ryzen 5 5600H,Nvidea GeForce RTX 3060,16 ГБ,SSD,512 ГБ
215,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-15ihu6-82k10012rk-chernyi-105783446/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 82K10012RK черный,576 000 ₸,36 442 ₸,15.6 дюйм,1920x1080 Full HD,120 Гц,IPS,Intel Core i5-11300H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
216,https://kaspi.kz/shop/p/lenovo-legion-5-15ach6-82jw00plru-sinii-107675247/?c=710000000,Ноутбук Lenovo Legion 5 15ACH6 82JW00PLRU синий,699 990 ₸,44 286 ₸,15.6 дюйм,1920x1080,165 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
217,https://kaspi.kz/shop/p/lenovo-yoga-7-15itl5-82bj00dcru-seryi-107675185/?c=710000000,Ноутбук Lenovo Yoga 7 15ITL5 82BJ00DCRU серый,649 990 ₸,41 123 ₸,15.6 дюйм,1920x1080,60 Гц,IPS,Intel Core i7 1165G7,Intel Iris Xe Graphics,16 ГБ,SSD,1000 ГБ
218,https://kaspi.kz/shop/p/acer-nitro-5-an517-41g-nh-qbher-00r-chernyi-108047473/?c=710000000,Ноутбук Acer Nitro 5 AN517-41G NH.QBHER.00R черный,1 159 990 ₸,73 389 ₸,17.3 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3080,16 ГБ,SSD,1000 ГБ
219,https://kaspi.kz/shop/p/hp-victus-16-e0121ur-5a9g9ea-serebristyi-107490557/?c=710000000,Ноутбук HP Victus 16-e0121ur 5A9G9EA серебристый,729 990 ₸,46 184 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
220,https://kaspi.kz/shop/p/acer-swift-3-sf316-51-nx-abder-00h-seryi-106874667/?c=710000000,Ноутбук Acer Swift 3 SF316-51 NX.ABDER.00H серый,549 990 ₸,34 796 ₸,16.1 дюйм,1920x1080 Full HD,60 Гц,IPS,Intel Core i7 11370H, Intel Iris Xe Graphics,16 ГБ,SSD,512 ГБ
221,https://kaspi.kz/shop/p/hp-victus-16-e0148ur-638f3ea-serebristyi-107490665/?c=710000000,Ноутбук HP Victus 16-e0148ur 638F3EA серебристый,609 990 ₸,38 592 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
